Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Parameter Value[instrument]	Parameter Value[pulse_sequence]	Parameter Value[acquisition_mode]	Performer	Raw Data File
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_16-7
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_16-20
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_16-17
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_16-26
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_16-22
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_16-32
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_16-13
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_16-15
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_16-11
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_16-34
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_16-5
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_16-3
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_16-30
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_16-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_16-24
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_17-13
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_17-3
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_17-32
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_17-17
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_17-11
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_17-20
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_17-26
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_17-34
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_17-5
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_17-22
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_17-30
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_17-7
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_17-9
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_17-28
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_17-24
GRP-control.SBJ-003.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_17-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_17-15
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_6-26
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_6-11
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_6-9
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_6-5
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_6-34
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_6-24
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_6-22
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_6-28
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_6-13
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_6-15
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_6-32
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_6-7
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_6-20
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_6-30
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_6-3
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_6-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_6-17
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_7-13
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_7-28
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_7-5
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_7-17
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_7-3
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_7-22
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_7-20
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_7-15
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_7-7
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_7-26
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_7-24
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_7-9
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_7-11
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_7-34
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_7-32
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_7-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_7-30
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_8-9
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_8-34
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_8-24
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_8-26
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_8-30
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_8-11
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_8-3
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_8-7
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_8-13
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_8-28
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_8-17
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_8-20
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_8-5
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_8-15
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_8-22
GRP-control.SBJ-004.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_8-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_8-32
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_3-15
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_3-9
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_3-30
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_3-11
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_3-26
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_3-17
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_3-5
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_3-32
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_3-34
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_3-7
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_3-20
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_3-24
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_3-22
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_3-13
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_3-3
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.1	extraction	Ellipsis	extract_3-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_3-28
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_4-32
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_4-28
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_4-11
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_4-30
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_4-13
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_4-3
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_4-5
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_4-26
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_4-34
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_4-24
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_4-17
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_4-15
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_4-7
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_4-20
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_4-9
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.2	extraction	Ellipsis	extract_4-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_4-22
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_5-15
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	1D 13C NMR	Ellipsis	raw spectral data file_5-32
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	1D 13C NMR	Ellipsis	raw spectral data file_5-5
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-1	pellet	nmr spectroscopy	Bruker AvanceII 1 GHz	CPMG	2D 13C-13C NMR	Ellipsis	raw spectral data file_5-11
GRP-control.SBJ-005.CEL-CELL_control_3.SMP-.blood_sample.3	extraction	Ellipsis	extract_5-18	supernatant	nmr spectroscopy	Bruker AvanceII 1 GHz	watergate	2D 13C-13C NMR	Ellipsis	raw spectral data file_5-22
