Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Performer	Labeled Extract Name	Protocol REF	Parameter Value[instrument]	Parameter Value[injection_mode]	Parameter Value[acquisition_mode]	MS Assay Name	Performer	Raw Data File	Raw Data File
GRP-treatment.SBJ-006.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-39	Ellipsis	raw spectral data file_8-41	raw spectral data file_8-41
GRP-treatment.SBJ-006.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-10	Ellipsis	raw spectral data file_8-12	raw spectral data file_8-12
GRP-treatment.SBJ-006.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-27	Ellipsis	raw spectral data file_8-29	raw spectral data file_8-29
GRP-treatment.SBJ-006.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_8-47	Ellipsis	raw spectral data file_8-49	raw spectral data file_8-49
GRP-treatment.SBJ-006.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-13	Ellipsis	raw spectral data file_8-15	raw spectral data file_8-15
GRP-treatment.SBJ-006.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_8-36	Ellipsis	raw spectral data file_8-38	raw spectral data file_8-38
GRP-treatment.SBJ-006.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_8-30	lipids	labelling	Ellipsis	labelled extract_8-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-56	Ellipsis	raw spectral data file_8-58	raw spectral data file_8-58
GRP-treatment.SBJ-006.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_8-4	Ellipsis	raw spectral data file_8-6	raw spectral data file_8-6
GRP-treatment.SBJ-006.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_8-1	polar fraction	labelling	Ellipsis	labelled extract_8-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_8-24	Ellipsis	raw spectral data file_8-26	raw spectral data file_8-26
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-30	lipids	labelling	Ellipsis	labelled extract_9-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_9-39	Ellipsis	raw spectral data file_9-41	raw spectral data file_9-41
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-30	lipids	labelling	Ellipsis	labelled extract_9-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_9-33	Ellipsis	raw spectral data file_9-35	raw spectral data file_9-35
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-1	polar fraction	labelling	Ellipsis	labelled extract_9-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_9-21	Ellipsis	raw spectral data file_9-23	raw spectral data file_9-23
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-1	polar fraction	labelling	Ellipsis	labelled extract_9-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_9-27	Ellipsis	raw spectral data file_9-29	raw spectral data file_9-29
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-1	polar fraction	labelling	Ellipsis	labelled extract_9-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_9-13	Ellipsis	raw spectral data file_9-15	raw spectral data file_9-15
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-30	lipids	labelling	Ellipsis	labelled extract_9-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_9-53	Ellipsis	raw spectral data file_9-55	raw spectral data file_9-55
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-30	lipids	labelling	Ellipsis	labelled extract_9-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_9-47	Ellipsis	raw spectral data file_9-49	raw spectral data file_9-49
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-1	polar fraction	labelling	Ellipsis	labelled extract_9-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_9-10	Ellipsis	raw spectral data file_9-12	raw spectral data file_9-12
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-1	polar fraction	labelling	Ellipsis	labelled extract_9-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_9-7	Ellipsis	raw spectral data file_9-9	raw spectral data file_9-9
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-30	lipids	labelling	Ellipsis	labelled extract_9-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_9-42	Ellipsis	raw spectral data file_9-44	raw spectral data file_9-44
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-30	lipids	labelling	Ellipsis	labelled extract_9-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_9-50	Ellipsis	raw spectral data file_9-52	raw spectral data file_9-52
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-30	lipids	labelling	Ellipsis	labelled extract_9-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_9-36	Ellipsis	raw spectral data file_9-38	raw spectral data file_9-38
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-1	polar fraction	labelling	Ellipsis	labelled extract_9-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_9-18	Ellipsis	raw spectral data file_9-20	raw spectral data file_9-20
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-1	polar fraction	labelling	Ellipsis	labelled extract_9-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_9-4	Ellipsis	raw spectral data file_9-6	raw spectral data file_9-6
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-30	lipids	labelling	Ellipsis	labelled extract_9-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_9-56	Ellipsis	raw spectral data file_9-58	raw spectral data file_9-58
GRP-treatment.SBJ-007.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_9-1	polar fraction	labelling	Ellipsis	labelled extract_9-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_9-24	Ellipsis	raw spectral data file_9-26	raw spectral data file_9-26
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-50	Ellipsis	raw spectral data file_6-52	raw spectral data file_6-52
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-56	Ellipsis	raw spectral data file_6-58	raw spectral data file_6-58
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-33	Ellipsis	raw spectral data file_6-35	raw spectral data file_6-35
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-18	Ellipsis	raw spectral data file_6-20	raw spectral data file_6-20
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-36	Ellipsis	raw spectral data file_6-38	raw spectral data file_6-38
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-27	Ellipsis	raw spectral data file_6-29	raw spectral data file_6-29
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-10	Ellipsis	raw spectral data file_6-12	raw spectral data file_6-12
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-53	Ellipsis	raw spectral data file_6-55	raw spectral data file_6-55
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-7	Ellipsis	raw spectral data file_6-9	raw spectral data file_6-9
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-13	Ellipsis	raw spectral data file_6-15	raw spectral data file_6-15
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-24	Ellipsis	raw spectral data file_6-26	raw spectral data file_6-26
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-4	Ellipsis	raw spectral data file_6-6	raw spectral data file_6-6
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-1	polar fraction	labelling	Ellipsis	labelled extract_6-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-21	Ellipsis	raw spectral data file_6-23	raw spectral data file_6-23
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-39	Ellipsis	raw spectral data file_6-41	raw spectral data file_6-41
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_6-47	Ellipsis	raw spectral data file_6-49	raw spectral data file_6-49
GRP-treatment.SBJ-008.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_6-30	lipids	labelling	Ellipsis	labelled extract_6-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_6-42	Ellipsis	raw spectral data file_6-44	raw spectral data file_6-44
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-47	Ellipsis	raw spectral data file_1-49	raw spectral data file_1-49
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-53	Ellipsis	raw spectral data file_1-55	raw spectral data file_1-55
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-42	Ellipsis	raw spectral data file_1-44	raw spectral data file_1-44
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-33	Ellipsis	raw spectral data file_1-35	raw spectral data file_1-35
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-39	Ellipsis	raw spectral data file_1-41	raw spectral data file_1-41
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-24	Ellipsis	raw spectral data file_1-26	raw spectral data file_1-26
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-56	Ellipsis	raw spectral data file_1-58	raw spectral data file_1-58
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-36	Ellipsis	raw spectral data file_1-38	raw spectral data file_1-38
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-21	Ellipsis	raw spectral data file_1-23	raw spectral data file_1-23
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-30	lipids	labelling	Ellipsis	labelled extract_1-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-50	Ellipsis	raw spectral data file_1-52	raw spectral data file_1-52
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-4	Ellipsis	raw spectral data file_1-6	raw spectral data file_1-6
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-18	Ellipsis	raw spectral data file_1-20	raw spectral data file_1-20
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-13	Ellipsis	raw spectral data file_1-15	raw spectral data file_1-15
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-10	Ellipsis	raw spectral data file_1-12	raw spectral data file_1-12
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_1-7	Ellipsis	raw spectral data file_1-9	raw spectral data file_1-9
GRP-treatment.SBJ-009.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_1-1	polar fraction	labelling	Ellipsis	labelled extract_1-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_1-27	Ellipsis	raw spectral data file_1-29	raw spectral data file_1-29
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-30	lipids	labelling	Ellipsis	labelled extract_4-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_4-50	Ellipsis	raw spectral data file_4-52	raw spectral data file_4-52
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-30	lipids	labelling	Ellipsis	labelled extract_4-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_4-53	Ellipsis	raw spectral data file_4-55	raw spectral data file_4-55
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-1	polar fraction	labelling	Ellipsis	labelled extract_4-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_4-4	Ellipsis	raw spectral data file_4-6	raw spectral data file_4-6
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-1	polar fraction	labelling	Ellipsis	labelled extract_4-3	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_4-7	Ellipsis	raw spectral data file_4-9	raw spectral data file_4-9
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-1	polar fraction	labelling	Ellipsis	labelled extract_4-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_4-27	Ellipsis	raw spectral data file_4-29	raw spectral data file_4-29
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-30	lipids	labelling	Ellipsis	labelled extract_4-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_4-39	Ellipsis	raw spectral data file_4-41	raw spectral data file_4-41
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-30	lipids	labelling	Ellipsis	labelled extract_4-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_4-33	Ellipsis	raw spectral data file_4-35	raw spectral data file_4-35
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-30	lipids	labelling	Ellipsis	labelled extract_4-46	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_4-47	Ellipsis	raw spectral data file_4-49	raw spectral data file_4-49
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-1	polar fraction	labelling	Ellipsis	labelled extract_4-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_4-21	Ellipsis	raw spectral data file_4-23	raw spectral data file_4-23
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-30	lipids	labelling	Ellipsis	labelled extract_4-46	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_4-56	Ellipsis	raw spectral data file_4-58	raw spectral data file_4-58
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-1	polar fraction	labelling	Ellipsis	labelled extract_4-17	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_4-18	Ellipsis	raw spectral data file_4-20	raw spectral data file_4-20
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-1	polar fraction	labelling	Ellipsis	labelled extract_4-17	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_4-24	Ellipsis	raw spectral data file_4-26	raw spectral data file_4-26
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-1	polar fraction	labelling	Ellipsis	labelled extract_4-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_4-10	Ellipsis	raw spectral data file_4-12	raw spectral data file_4-12
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-30	lipids	labelling	Ellipsis	labelled extract_4-32	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_4-42	Ellipsis	raw spectral data file_4-44	raw spectral data file_4-44
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-30	lipids	labelling	Ellipsis	labelled extract_4-32	mass spectrometry	Agilent QTQF 6510	LC	positive mode	mass spectrometry_4-36	Ellipsis	raw spectral data file_4-38	raw spectral data file_4-38
GRP-treatment.SBJ-010.CEL-CELL_treatment_2.SMP-.liver_sample.1	extraction	Ellipsis	extract_4-1	polar fraction	labelling	Ellipsis	labelled extract_4-3	mass spectrometry	Agilent QTQF 6510	FIA	positive mode	mass spectrometry_4-13	Ellipsis	raw spectral data file_4-15	raw spectral data file_4-15
