Sample Name	Protocol REF	Performer	Extract Name	Characteristics[extract type]	Protocol REF	Performer	Labeled Extract Name	Label	Protocol REF	Parameter Value[instrument]	Parameter Value[injection_mode]	Parameter Value[acquisition_mode]	MS Assay Name	Performer	Raw Spectral Data File
GRP0_SBJ5_A0E2_SMP-saliva-1	extraction	Unknown	AT0-S9-Extract-R1	polar fraction	labeling	Unknown	AT0-S9-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S9-mass-spectrometry-Acquisition-R4	Unknown	AT0-S9-raw-spectral-data-file-R4
GRP0_SBJ5_A0E2_SMP-saliva-1	extraction	Unknown	AT0-S9-Extract-R1	polar fraction	labeling	Unknown	AT0-S9-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S9-mass-spectrometry-Acquisition-R1	Unknown	AT0-S9-raw-spectral-data-file-R1
GRP0_SBJ5_A0E2_SMP-saliva-1	extraction	Unknown	AT0-S9-Extract-R1	polar fraction	labeling	Unknown	AT0-S9-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S9-mass-spectrometry-Acquisition-R2	Unknown	AT0-S9-raw-spectral-data-file-R2
GRP0_SBJ5_A0E4_SMP-saliva-1	extraction	Unknown	AT0-S14-Extract-R1	polar fraction	labeling	Unknown	AT0-S14-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S14-mass-spectrometry-Acquisition-R1	Unknown	AT0-S14-raw-spectral-data-file-R1
GRP0_SBJ5_A0E4_SMP-saliva-1	extraction	Unknown	AT0-S14-Extract-R1	polar fraction	labeling	Unknown	AT0-S14-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S14-mass-spectrometry-Acquisition-R3	Unknown	AT0-S14-raw-spectral-data-file-R3
GRP0_SBJ5_A0E4_SMP-saliva-1	extraction	Unknown	AT0-S14-Extract-R1	polar fraction	labeling	Unknown	AT0-S14-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S14-mass-spectrometry-Acquisition-R2	Unknown	AT0-S14-raw-spectral-data-file-R2
GRP0_SBJ5_A0E4_SMP-saliva-1	extraction	Unknown	AT0-S14-Extract-R1	polar fraction	labeling	Unknown	AT0-S14-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S14-mass-spectrometry-Acquisition-R4	Unknown	AT0-S14-raw-spectral-data-file-R4
GRP0_SBJ5_A0E5_SMP-blood-1	extraction	Unknown	AT0-S19-Extract-R1	polar fraction	labeling	Unknown	AT0-S19-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S19-mass-spectrometry-Acquisition-R4	Unknown	AT0-S19-raw-spectral-data-file-R4
GRP0_SBJ5_A0E5_SMP-blood-1	extraction	Unknown	AT0-S19-Extract-R1	polar fraction	labeling	Unknown	AT0-S19-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S19-mass-spectrometry-Acquisition-R3	Unknown	AT0-S19-raw-spectral-data-file-R3
GRP0_SBJ5_A0E5_SMP-blood-1	extraction	Unknown	AT0-S19-Extract-R1	polar fraction	labeling	Unknown	AT0-S19-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S19-mass-spectrometry-Acquisition-R2	Unknown	AT0-S19-raw-spectral-data-file-R2
GRP0_SBJ5_A0E5_SMP-blood-1	extraction	Unknown	AT0-S19-Extract-R1	polar fraction	labeling	Unknown	AT0-S19-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S19-mass-spectrometry-Acquisition-R1	Unknown	AT0-S19-raw-spectral-data-file-R1
GRP0_SBJ5_A0E5_SMP-saliva-1	extraction	Unknown	AT0-S24-Extract-R1	polar fraction	labeling	Unknown	AT0-S24-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S24-mass-spectrometry-Acquisition-R2	Unknown	AT0-S24-raw-spectral-data-file-R2
GRP0_SBJ5_A0E5_SMP-saliva-1	extraction	Unknown	AT0-S24-Extract-R1	polar fraction	labeling	Unknown	AT0-S24-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S24-mass-spectrometry-Acquisition-R1	Unknown	AT0-S24-raw-spectral-data-file-R1
GRP0_SBJ5_A0E5_SMP-saliva-1	extraction	Unknown	AT0-S24-Extract-R1	polar fraction	labeling	Unknown	AT0-S24-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S24-mass-spectrometry-Acquisition-R3	Unknown	AT0-S24-raw-spectral-data-file-R3
GRP0_SBJ5_A0E5_SMP-saliva-1	extraction	Unknown	AT0-S24-Extract-R1	polar fraction	labeling	Unknown	AT0-S24-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S24-mass-spectrometry-Acquisition-R4	Unknown	AT0-S24-raw-spectral-data-file-R4
GRP2_SBJ1_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S27-Extract-R1	polar fraction	labeling	Unknown	AT0-S27-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S27-mass-spectrometry-Acquisition-R4	Unknown	AT0-S27-raw-spectral-data-file-R4
GRP2_SBJ1_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S27-Extract-R1	polar fraction	labeling	Unknown	AT0-S27-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S27-mass-spectrometry-Acquisition-R3	Unknown	AT0-S27-raw-spectral-data-file-R3
GRP2_SBJ1_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S27-Extract-R1	polar fraction	labeling	Unknown	AT0-S27-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S27-mass-spectrometry-Acquisition-R2	Unknown	AT0-S27-raw-spectral-data-file-R2
GRP2_SBJ1_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S27-Extract-R1	polar fraction	labeling	Unknown	AT0-S27-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S27-mass-spectrometry-Acquisition-R1	Unknown	AT0-S27-raw-spectral-data-file-R1
GRP2_SBJ1_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S32-Extract-R1	polar fraction	labeling	Unknown	AT0-S32-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S32-mass-spectrometry-Acquisition-R1	Unknown	AT0-S32-raw-spectral-data-file-R1
GRP2_SBJ1_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S32-Extract-R1	polar fraction	labeling	Unknown	AT0-S32-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S32-mass-spectrometry-Acquisition-R3	Unknown	AT0-S32-raw-spectral-data-file-R3
GRP2_SBJ1_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S32-Extract-R1	polar fraction	labeling	Unknown	AT0-S32-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S32-mass-spectrometry-Acquisition-R2	Unknown	AT0-S32-raw-spectral-data-file-R2
GRP2_SBJ1_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S32-Extract-R1	polar fraction	labeling	Unknown	AT0-S32-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S32-mass-spectrometry-Acquisition-R4	Unknown	AT0-S32-raw-spectral-data-file-R4
GRP2_SBJ1_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S37-Extract-R1	polar fraction	labeling	Unknown	AT0-S37-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S37-mass-spectrometry-Acquisition-R2	Unknown	AT0-S37-raw-spectral-data-file-R2
GRP2_SBJ1_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S37-Extract-R1	polar fraction	labeling	Unknown	AT0-S37-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S37-mass-spectrometry-Acquisition-R4	Unknown	AT0-S37-raw-spectral-data-file-R4
GRP2_SBJ1_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S37-Extract-R1	polar fraction	labeling	Unknown	AT0-S37-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S37-mass-spectrometry-Acquisition-R1	Unknown	AT0-S37-raw-spectral-data-file-R1
GRP2_SBJ1_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S37-Extract-R1	polar fraction	labeling	Unknown	AT0-S37-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S37-mass-spectrometry-Acquisition-R3	Unknown	AT0-S37-raw-spectral-data-file-R3
GRP2_SBJ1_A1E5_SMP-blood-1	extraction	Unknown	AT0-S42-Extract-R1	polar fraction	labeling	Unknown	AT0-S42-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S42-mass-spectrometry-Acquisition-R2	Unknown	AT0-S42-raw-spectral-data-file-R2
GRP2_SBJ1_A1E5_SMP-blood-1	extraction	Unknown	AT0-S42-Extract-R1	polar fraction	labeling	Unknown	AT0-S42-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S42-mass-spectrometry-Acquisition-R3	Unknown	AT0-S42-raw-spectral-data-file-R3
GRP2_SBJ1_A1E5_SMP-blood-1	extraction	Unknown	AT0-S42-Extract-R1	polar fraction	labeling	Unknown	AT0-S42-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S42-mass-spectrometry-Acquisition-R1	Unknown	AT0-S42-raw-spectral-data-file-R1
GRP2_SBJ1_A1E5_SMP-blood-1	extraction	Unknown	AT0-S42-Extract-R1	polar fraction	labeling	Unknown	AT0-S42-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S42-mass-spectrometry-Acquisition-R4	Unknown	AT0-S42-raw-spectral-data-file-R4
GRP2_SBJ1_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S47-Extract-R1	polar fraction	labeling	Unknown	AT0-S47-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S47-mass-spectrometry-Acquisition-R1	Unknown	AT0-S47-raw-spectral-data-file-R1
GRP2_SBJ1_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S47-Extract-R1	polar fraction	labeling	Unknown	AT0-S47-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S47-mass-spectrometry-Acquisition-R3	Unknown	AT0-S47-raw-spectral-data-file-R3
GRP2_SBJ1_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S47-Extract-R1	polar fraction	labeling	Unknown	AT0-S47-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S47-mass-spectrometry-Acquisition-R4	Unknown	AT0-S47-raw-spectral-data-file-R4
GRP2_SBJ1_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S47-Extract-R1	polar fraction	labeling	Unknown	AT0-S47-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S47-mass-spectrometry-Acquisition-R2	Unknown	AT0-S47-raw-spectral-data-file-R2
GRP2_SBJ2_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S29-Extract-R1	polar fraction	labeling	Unknown	AT0-S29-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S29-mass-spectrometry-Acquisition-R2	Unknown	AT0-S29-raw-spectral-data-file-R2
GRP2_SBJ2_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S29-Extract-R1	polar fraction	labeling	Unknown	AT0-S29-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S29-mass-spectrometry-Acquisition-R1	Unknown	AT0-S29-raw-spectral-data-file-R1
GRP2_SBJ2_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S29-Extract-R1	polar fraction	labeling	Unknown	AT0-S29-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S29-mass-spectrometry-Acquisition-R4	Unknown	AT0-S29-raw-spectral-data-file-R4
GRP2_SBJ2_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S29-Extract-R1	polar fraction	labeling	Unknown	AT0-S29-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S29-mass-spectrometry-Acquisition-R3	Unknown	AT0-S29-raw-spectral-data-file-R3
GRP2_SBJ2_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S34-Extract-R1	polar fraction	labeling	Unknown	AT0-S34-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S34-mass-spectrometry-Acquisition-R4	Unknown	AT0-S34-raw-spectral-data-file-R4
GRP2_SBJ2_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S34-Extract-R1	polar fraction	labeling	Unknown	AT0-S34-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S34-mass-spectrometry-Acquisition-R2	Unknown	AT0-S34-raw-spectral-data-file-R2
GRP2_SBJ2_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S34-Extract-R1	polar fraction	labeling	Unknown	AT0-S34-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S34-mass-spectrometry-Acquisition-R3	Unknown	AT0-S34-raw-spectral-data-file-R3
GRP2_SBJ2_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S34-Extract-R1	polar fraction	labeling	Unknown	AT0-S34-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S34-mass-spectrometry-Acquisition-R1	Unknown	AT0-S34-raw-spectral-data-file-R1
GRP2_SBJ2_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S39-Extract-R1	polar fraction	labeling	Unknown	AT0-S39-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S39-mass-spectrometry-Acquisition-R2	Unknown	AT0-S39-raw-spectral-data-file-R2
GRP2_SBJ2_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S39-Extract-R1	polar fraction	labeling	Unknown	AT0-S39-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S39-mass-spectrometry-Acquisition-R4	Unknown	AT0-S39-raw-spectral-data-file-R4
GRP2_SBJ2_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S39-Extract-R1	polar fraction	labeling	Unknown	AT0-S39-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S39-mass-spectrometry-Acquisition-R3	Unknown	AT0-S39-raw-spectral-data-file-R3
GRP2_SBJ2_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S39-Extract-R1	polar fraction	labeling	Unknown	AT0-S39-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S39-mass-spectrometry-Acquisition-R1	Unknown	AT0-S39-raw-spectral-data-file-R1
GRP2_SBJ2_A1E5_SMP-blood-1	extraction	Unknown	AT0-S44-Extract-R1	polar fraction	labeling	Unknown	AT0-S44-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S44-mass-spectrometry-Acquisition-R4	Unknown	AT0-S44-raw-spectral-data-file-R4
GRP2_SBJ2_A1E5_SMP-blood-1	extraction	Unknown	AT0-S44-Extract-R1	polar fraction	labeling	Unknown	AT0-S44-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S44-mass-spectrometry-Acquisition-R3	Unknown	AT0-S44-raw-spectral-data-file-R3
GRP2_SBJ2_A1E5_SMP-blood-1	extraction	Unknown	AT0-S44-Extract-R1	polar fraction	labeling	Unknown	AT0-S44-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S44-mass-spectrometry-Acquisition-R1	Unknown	AT0-S44-raw-spectral-data-file-R1
GRP2_SBJ2_A1E5_SMP-blood-1	extraction	Unknown	AT0-S44-Extract-R1	polar fraction	labeling	Unknown	AT0-S44-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S44-mass-spectrometry-Acquisition-R2	Unknown	AT0-S44-raw-spectral-data-file-R2
GRP2_SBJ2_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S49-Extract-R1	polar fraction	labeling	Unknown	AT0-S49-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S49-mass-spectrometry-Acquisition-R4	Unknown	AT0-S49-raw-spectral-data-file-R4
GRP2_SBJ2_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S49-Extract-R1	polar fraction	labeling	Unknown	AT0-S49-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S49-mass-spectrometry-Acquisition-R1	Unknown	AT0-S49-raw-spectral-data-file-R1
GRP2_SBJ2_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S49-Extract-R1	polar fraction	labeling	Unknown	AT0-S49-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S49-mass-spectrometry-Acquisition-R2	Unknown	AT0-S49-raw-spectral-data-file-R2
GRP2_SBJ2_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S49-Extract-R1	polar fraction	labeling	Unknown	AT0-S49-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S49-mass-spectrometry-Acquisition-R3	Unknown	AT0-S49-raw-spectral-data-file-R3
GRP2_SBJ3_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S28-Extract-R1	polar fraction	labeling	Unknown	AT0-S28-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S28-mass-spectrometry-Acquisition-R1	Unknown	AT0-S28-raw-spectral-data-file-R1
GRP2_SBJ3_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S28-Extract-R1	polar fraction	labeling	Unknown	AT0-S28-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S28-mass-spectrometry-Acquisition-R3	Unknown	AT0-S28-raw-spectral-data-file-R3
GRP2_SBJ3_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S28-Extract-R1	polar fraction	labeling	Unknown	AT0-S28-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S28-mass-spectrometry-Acquisition-R2	Unknown	AT0-S28-raw-spectral-data-file-R2
GRP2_SBJ3_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S28-Extract-R1	polar fraction	labeling	Unknown	AT0-S28-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S28-mass-spectrometry-Acquisition-R4	Unknown	AT0-S28-raw-spectral-data-file-R4
GRP2_SBJ3_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S33-Extract-R1	polar fraction	labeling	Unknown	AT0-S33-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S33-mass-spectrometry-Acquisition-R4	Unknown	AT0-S33-raw-spectral-data-file-R4
GRP2_SBJ3_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S33-Extract-R1	polar fraction	labeling	Unknown	AT0-S33-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S33-mass-spectrometry-Acquisition-R2	Unknown	AT0-S33-raw-spectral-data-file-R2
GRP2_SBJ3_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S33-Extract-R1	polar fraction	labeling	Unknown	AT0-S33-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S33-mass-spectrometry-Acquisition-R3	Unknown	AT0-S33-raw-spectral-data-file-R3
GRP2_SBJ3_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S33-Extract-R1	polar fraction	labeling	Unknown	AT0-S33-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S33-mass-spectrometry-Acquisition-R1	Unknown	AT0-S33-raw-spectral-data-file-R1
GRP2_SBJ3_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S38-Extract-R1	polar fraction	labeling	Unknown	AT0-S38-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S38-mass-spectrometry-Acquisition-R1	Unknown	AT0-S38-raw-spectral-data-file-R1
GRP2_SBJ3_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S38-Extract-R1	polar fraction	labeling	Unknown	AT0-S38-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S38-mass-spectrometry-Acquisition-R2	Unknown	AT0-S38-raw-spectral-data-file-R2
GRP2_SBJ3_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S38-Extract-R1	polar fraction	labeling	Unknown	AT0-S38-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S38-mass-spectrometry-Acquisition-R3	Unknown	AT0-S38-raw-spectral-data-file-R3
GRP2_SBJ3_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S38-Extract-R1	polar fraction	labeling	Unknown	AT0-S38-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S38-mass-spectrometry-Acquisition-R4	Unknown	AT0-S38-raw-spectral-data-file-R4
GRP2_SBJ3_A1E5_SMP-blood-1	extraction	Unknown	AT0-S43-Extract-R1	polar fraction	labeling	Unknown	AT0-S43-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S43-mass-spectrometry-Acquisition-R3	Unknown	AT0-S43-raw-spectral-data-file-R3
GRP2_SBJ3_A1E5_SMP-blood-1	extraction	Unknown	AT0-S43-Extract-R1	polar fraction	labeling	Unknown	AT0-S43-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S43-mass-spectrometry-Acquisition-R1	Unknown	AT0-S43-raw-spectral-data-file-R1
GRP2_SBJ3_A1E5_SMP-blood-1	extraction	Unknown	AT0-S43-Extract-R1	polar fraction	labeling	Unknown	AT0-S43-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S43-mass-spectrometry-Acquisition-R4	Unknown	AT0-S43-raw-spectral-data-file-R4
GRP2_SBJ3_A1E5_SMP-blood-1	extraction	Unknown	AT0-S43-Extract-R1	polar fraction	labeling	Unknown	AT0-S43-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S43-mass-spectrometry-Acquisition-R2	Unknown	AT0-S43-raw-spectral-data-file-R2
GRP2_SBJ3_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S48-Extract-R1	polar fraction	labeling	Unknown	AT0-S48-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S48-mass-spectrometry-Acquisition-R3	Unknown	AT0-S48-raw-spectral-data-file-R3
GRP2_SBJ3_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S48-Extract-R1	polar fraction	labeling	Unknown	AT0-S48-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S48-mass-spectrometry-Acquisition-R4	Unknown	AT0-S48-raw-spectral-data-file-R4
GRP2_SBJ3_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S48-Extract-R1	polar fraction	labeling	Unknown	AT0-S48-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S48-mass-spectrometry-Acquisition-R2	Unknown	AT0-S48-raw-spectral-data-file-R2
GRP2_SBJ3_A1E5_SMP-saliva-1	extraction	Unknown	AT0-S48-Extract-R1	polar fraction	labeling	Unknown	AT0-S48-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S48-mass-spectrometry-Acquisition-R1	Unknown	AT0-S48-raw-spectral-data-file-R1
GRP2_SBJ4_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S26-Extract-R1	polar fraction	labeling	Unknown	AT0-S26-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S26-mass-spectrometry-Acquisition-R3	Unknown	AT0-S26-raw-spectral-data-file-R3
GRP2_SBJ4_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S26-Extract-R1	polar fraction	labeling	Unknown	AT0-S26-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S26-mass-spectrometry-Acquisition-R1	Unknown	AT0-S26-raw-spectral-data-file-R1
GRP2_SBJ4_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S26-Extract-R1	polar fraction	labeling	Unknown	AT0-S26-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S26-mass-spectrometry-Acquisition-R4	Unknown	AT0-S26-raw-spectral-data-file-R4
GRP2_SBJ4_A1E0_SMP-saliva-1	extraction	Unknown	AT0-S26-Extract-R1	polar fraction	labeling	Unknown	AT0-S26-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S26-mass-spectrometry-Acquisition-R2	Unknown	AT0-S26-raw-spectral-data-file-R2
GRP2_SBJ4_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S31-Extract-R1	polar fraction	labeling	Unknown	AT0-S31-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S31-mass-spectrometry-Acquisition-R1	Unknown	AT0-S31-raw-spectral-data-file-R1
GRP2_SBJ4_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S31-Extract-R1	polar fraction	labeling	Unknown	AT0-S31-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S31-mass-spectrometry-Acquisition-R3	Unknown	AT0-S31-raw-spectral-data-file-R3
GRP2_SBJ4_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S31-Extract-R1	polar fraction	labeling	Unknown	AT0-S31-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S31-mass-spectrometry-Acquisition-R2	Unknown	AT0-S31-raw-spectral-data-file-R2
GRP2_SBJ4_A1E2_SMP-saliva-1	extraction	Unknown	AT0-S31-Extract-R1	polar fraction	labeling	Unknown	AT0-S31-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S31-mass-spectrometry-Acquisition-R4	Unknown	AT0-S31-raw-spectral-data-file-R4
GRP2_SBJ4_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S36-Extract-R1	polar fraction	labeling	Unknown	AT0-S36-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S36-mass-spectrometry-Acquisition-R3	Unknown	AT0-S36-raw-spectral-data-file-R3
GRP2_SBJ4_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S36-Extract-R1	polar fraction	labeling	Unknown	AT0-S36-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	negative mode	AT0-S36-mass-spectrometry-Acquisition-R1	Unknown	AT0-S36-raw-spectral-data-file-R1
GRP2_SBJ4_A1E4_SMP-saliva-1	extraction	Unknown	AT0-S36-Extract-R1	polar fraction	labeling	Unknown	AT0-S36-LE-R1	biotin	mass spectrometry	Agilent QTQF 6510	LC	positive mode	AT0-S36-mass-spectrometry-Acquisition-R4	Unknown	AT0-S36-raw-spectral-data-file-R4
